18-03-23 10:30         0.00      1400.00         0.00         0.00         0.00         0.00         0.00         0.00       0.0000         0.00 
18-03-25 09:19         0.00      1900.00         0.00         0.00         0.00         0.00         0.00         0.00       0.0000         0.00 
18-03-26 05:29         0.21      1900.00         0.00         0.21         0.11         0.00         0.00         0.00       0.0001         0.00 
18-03-28 06:08         9.24      1900.00         0.00         9.45         9.35         0.00         0.00         0.00       0.0000         0.00 
18-03-28 10:36         4.68      1900.00         0.00        14.13        14.03         0.00         0.00         0.00       0.0000         0.00 
18-04-01 16:05         9.47      1900.00         0.01        23.60        15.61         0.00         0.00         0.00       0.0103         0.00 
18-04-02 11:30        17.57      2000.00         0.01        41.18        30.12         0.00         0.00         0.00       0.0040         0.00 
18-04-03 22:12        10.00      2000.00         0.01        51.18        40.12         0.00         0.00         0.00       0.0000         0.00 
18-04-04 15:27         1.62      2000.00         0.02        52.80        40.12         0.00         0.00         0.00       0.0021         0.00 
18-04-05 11:28         0.39      2000.00         0.02        53.19        40.12         0.00         0.00         0.00       0.0005         0.00 
18-04-06 11:18         0.00      8000.00         0.02        53.19        40.12         0.00         0.00         0.00       0.0000         0.00 
18-04-08 08:20         2.00      8000.00         0.02        55.19        40.12         0.00         0.00         0.00       0.0026         0.00 
18-04-08 11:47      4160.88      8000.00         1.86      4216.07      1386.50         0.00         0.00         0.00       1.8410         0.00 
18-04-09 10:33       406.35     10000.00         1.88      4622.42      1777.02         0.00         0.00         0.00       0.0160         0.00 
18-04-10 11:06       536.67     10000.00         1.92      5159.09      2283.61         0.00         0.00         0.00       0.0392         0.00 
18-04-11 10:54       449.69     10000.00         2.05      5608.78      2630.58         0.00         0.00         0.00       0.1337         0.00 
18-04-12 12:23       632.93     10000.00         2.58      6241.71      2859.43         0.00         0.00         0.00       0.5260         0.00 
18-04-13 14:22        87.46     10000.00         2.64      6329.17      2900.03         0.00         0.00         0.00       0.0610         0.00 
18-04-14 22:32       118.64     10000.00         2.71      6447.81      2963.51         0.00         0.00         0.00       0.0718         0.00 
18-04-15 12:17       280.85     10000.00         2.76      6728.67      3203.13         0.00         0.00         0.00       0.0537         0.00 
18-04-16 15:18       314.41     10000.00         2.76      7043.07      3516.18         0.00         0.00         0.00       0.0010         0.00 
18-04-17 11:41      1031.06     10000.00         3.69      8074.14      3835.70         0.00         0.00         0.00       0.9262         0.00 
18-04-18 16:55       953.06     10000.00         4.70      9027.19      4015.22         0.00         0.00         0.00       1.0069         0.00 
18-04-19 10:51      3006.03     10000.00         7.73     12033.22      4689.35         0.00         0.00         0.00       3.0354         0.00 
18-04-20 12:27       364.37      9900.00         7.86     12397.59      4951.85         0.00         0.00       100.00       0.1313         0.00 
18-04-21 16:15       235.73      9900.00         7.89     12633.33      5168.49         0.00         0.00       100.00       0.0249         0.00 
18-04-22 13:14       149.47     12900.00         7.89     12782.80      5317.96         0.00         0.00       100.00       0.0000         0.00 
18-04-23 12:07       636.88     12900.00         7.96     13419.67      5900.29         0.00         0.00       100.00       0.0710         0.00 
18-04-24 11:38       573.69     12900.00         8.10     13993.36      6366.79         0.00         0.00       100.00       0.1395         0.00 
18-04-25 11:34      1271.28     16900.00         9.36     15264.64      6669.78         0.00         0.00       100.00       1.2604         0.00 
18-04-26 13:04       292.27     16900.00         9.49     15556.91      6861.18         0.00         0.00       100.00       0.1313         0.00 
18-04-28 01:03       103.68     16900.00         9.49     15660.59      6964.18         0.00         0.00       100.00       0.0009         0.00 
18-04-28 15:26       104.81     16900.00         9.49     15765.41      7069.00         0.00         0.00       100.00       0.0000         0.00 
18-04-29 19:00       201.68     16900.00         9.75     15967.08      7069.00         0.00         0.00       100.00       0.2625         0.00 
18-04-30 12:18       116.08     16900.00         9.76     16083.16      7178.19         0.00         0.00       100.00       0.0090         0.00 
18-05-01 11:13        10.91     16900.00         9.77     16094.06      7184.92         0.00         0.00       100.00       0.0035         0.00 
18-05-02 12:56      5491.90     16900.00         9.90     21585.96     12566.98         0.00         0.00       100.00       0.1352         0.00 
